name,address,latitude,longitude,rating,reviews_count,place_id,price_level,types,borough,Code,Value,Code_earnings,Pay_2021,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Income Rank (where 1 is most deprived)
Scope,"210 High St, London",51.5845747,-0.0207738,3.7,16,ChIJR6CfmukddkgR_z-65-Hlf7o,,"store, point_of_interest, establishment",Waltham Forest,E09000031,"430,000",00BH,624.7,11735.375,11745.701388888889
British Heart Foundation,"468 High Rd, London",51.5927732,-0.0695843999999999,2.7,3,ChIJ53OgSZcddkgRaUkhORlUvjU,,"store, point_of_interest, establishment",Haringey,E09000014,"487,500",00AP,542.6,11291.917241379311,11348.386206896552
North London Hospice Wood green Shop,"212 High Rd, London",51.5979528,-0.1103582,4.7,18,ChIJx4ypmW4ZdkgR8p8OFILdTTg,,"store, point_of_interest, establishment",Haringey,E09000014,"487,500",00AP,542.6,11291.917241379311,11348.386206896552
Emmaus - Greenwich,"332 Lee High Rd, London",51.4585464,0.0057611999999999,3.9,19,ChIJ7xpzZ9mp2EcRobUR_VyigT8,,"furniture_store, book_store, home_goods_store, clothing_store, store, point_of_interest, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
DEBRA UK - Greenwich store,"17-23 Woolwich Rd, London",51.4862841,0.0081149999999999,3.1,64,ChIJI6YbVCSo2EcRx1QscyG2OjM,,"store, point_of_interest, establishment",Greenwich,E09000011,"401,000",00AL,618.9,12654.51655629139,11738.397350993377
Marys Living & Giving Shop for Save the Children - Blackheath,"10 Montpelier Vale, London",51.4665808,0.0086778,4.5,21,ChIJj5AvdtGp2EcRq7GpiAvlVg4,,"store, point_of_interest, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
Cancer Research UK,"6 Montpelier Vale, London",51.4664866,0.0086825,4.8,10,ChIJE4wXddGp2EcRpwEn160nlqk,,"home_goods_store, clothing_store, store, point_of_interest, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
Sense,"462/464, Kent, Bromley Rd, Bromley",51.4246194,-0.0043016999999999,3.7,21,ChIJ_Y7CFvwBdkgRgR_v93xz9yY,,"store, point_of_interest, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
Oxfam,"68 Tranquil Vale, London",51.4670459,0.0072825,4.0,22,ChIJwSGYQtGp2EcRhpfFvcvrZxc,1.0,"book_store, clothing_store, store, point_of_interest, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
Alex TLC Charity Shop Greenwich,"154-156 Trafalgar Rd, London",51.4847968,0.003808,4.3,25,ChIJex95OCao2EcRxJe3G1dxmZo,,"store, point_of_interest, establishment",Greenwich,E09000011,"401,000",00AL,618.9,12654.51655629139,11738.397350993377
"British Red Cross shop, Greenwich","46 Vanbrugh Park, London",51.47689880000001,0.0184948,3.8,15,ChIJTYCw7DOo2EcRsV7wbCKYyoQ,,"clothing_store, store, point_of_interest, establishment",Greenwich,E09000011,"401,000",00AL,618.9,12654.51655629139,11738.397350993377
Sue Ryder,"16 Leegate, London",51.4555271,0.0127392,3.8,26,ChIJVXPpOsOp2EcRFYka9A3VN2Y,1.0,"store, point_of_interest, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
Greenwich & Bexley Community Hospice Shop,"213 Trafalgar Rd, London",51.4858767,0.0070198,3.6,23,ChIJt0C60CWo2EcRXXJvN5kALiQ,,"store, point_of_interest, establishment",Greenwich,E09000011,"401,000",00AL,618.9,12654.51655629139,11738.397350993377
Barnardo's,"431 Bromley Rd, Bromley",51.42551419999999,-0.0047735999999999,5.0,4,ChIJdb6zHfwBdkgRECZiQYTfc7k,,"store, point_of_interest, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
Barnardo's,"80 High St, London",51.415981,-0.0547113,5.0,7,ChIJQyi7b3EBdkgR5Gsv5GI3sY8,,"store, point_of_interest, establishment",Bromley,E09000006,"425,000",00AF,653,21707.984771573603,20825.827411167513
Emmaus SLC - Lofty,"88 Knights Hill, London",51.4303798,-0.1045073,4.0,8,ChIJc7b-lBUHdkgR7XzzJziNKrk,,"store, point_of_interest, establishment",Lambeth,E09000022,"510,000",00AY,673.6,11294.58988764045,11605.47191011236
St Christopher's Hospice Charity Shop - Penge,"171 High St, London",51.414275,-0.0518207,3.6,8,ChIJkRCaEXQBdkgRc2wZeZ3hQNo,,"store, point_of_interest, establishment",Bromley,E09000006,"425,000",00AF,653,21707.984771573603,20825.827411167513
Emmaus SLC - Knights Hill,"7-9 Knights Hill, London",51.4313428,-0.1039738,4.1,23,ChIJJ8RXpwIEdkgR8UaJ2QXZwsg,,"furniture_store, home_goods_store, clothing_store, store, point_of_interest, establishment",Lambeth,E09000022,"510,000",00AY,673.6,11294.58988764045,11605.47191011236
Cancer Research UK,"30 Westow Hill, London",51.419693,-0.0816795,3.6,5,ChIJIUJDGVABdkgR6xB2nt-eIGo,,"home_goods_store, clothing_store, store, point_of_interest, establishment",Croydon,E09000008,"345,000",00AH,613.3,14926.636363636364,14686.254545454545
St Christopher's,London,51.4182295,-0.0824343,2.6,7,ChIJfUVQhE8BdkgRHhmP6wfq35Y,,"store, point_of_interest, establishment",Croydon,E09000008,"345,000",00AH,613.3,14926.636363636364,14686.254545454545
Age UK London,"140 Barking Rd, London",51.5176542,0.0126869,4.3,12,ChIJnQ-F1-Kn2EcRo8gilHbfnzs,,"point_of_interest, store, establishment",Newham,E09000025,"367,725",00BB,567.4,8650.018292682927,9564.256097560976
Scope Lewisham,"7 Lewis Grove, London",51.4621064,-0.0093312,3.3,9,ChIJq2BOZXACdkgRMV1rbSEzOjk,,"store, point_of_interest, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
British Heart Foundation Furniture & Electrical,"209-211 Lewisham High St, London",51.4589396,-0.0121218,3.4,58,ChIJdy_7I24CdkgRnxlLElNfeKk,1.0,"furniture_store, home_goods_store, store, point_of_interest, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
Charity Shop,"Coltash Court, 150 Whitecross St, London",51.52435149999999,-0.0935917999999999,4.5,2,ChIJk5MeH6gcdkgRGhm1gW65BhI,,"store, point_of_interest, establishment",Islington,E09000019,"625,000",00AU,665.6,10296.512195121952,9470.764227642276
British Heart Foundation Furniture & Electrical,"36 Acre Ln, London",51.4606068,-0.1190096,3.8,42,ChIJO0e-7UIEdkgRB1xeIJniE24,1.0,"furniture_store, home_goods_store, store, point_of_interest, establishment",Lambeth,E09000022,"510,000",00AY,673.6,11294.58988764045,11605.47191011236
Greenwich & Bexley Community Hospice Shop,"5 Stratheden Rd, London",51.4767351,0.019249,5.0,7,ChIJkxvQQDSo2EcRskpk-NRyPtk,,"health, store, point_of_interest, establishment",Greenwich,E09000011,"401,000",00AL,618.9,12654.51655629139,11738.397350993377
"Shop from Crisis, Hackney","330 Mare St, London",51.5467443,-0.054829,4.6,38,ChIJaduPMvscdkgRuIZTBI6qsHs,,"clothing_store, point_of_interest, store, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
Royal Trinity Hospice - Islington Shop,"43 Upper St, London",51.534994,-0.1048086,4.1,17,ChIJgSc7rNsbdkgR13QFuHxR08c,,"point_of_interest, store, establishment",Islington,E09000019,"625,000",00AU,665.6,10296.512195121952,9470.764227642276
British Bangla,"196 The Grove, London",51.54530889999999,0.0043711,3.7,6,ChIJc0WNVkqn2EcRN3aNTiT-wkM,,"point_of_interest, store, establishment",Newham,E09000025,"367,725",00BB,567.4,8650.018292682927,9564.256097560976
Oxfam,"514 Kingsland Rd, London",51.5442343,-0.0758619,4.2,152,ChIJu8ppLpIcdkgRNauEeMQP-cY,1.0,"book_store, clothing_store, point_of_interest, store, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
The Charity Shop,"221 Well St, London",51.543918,-0.0472473999999999,3.9,13,ChIJp3GbgOIcdkgRe0O71hNIM7c,,"point_of_interest, store, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
Spitalfields Crypt Trust,"324 Mare St, London",51.5465937,-0.0549239,4.5,13,ChIJdwun21oddkgRTyZs-EwfCDQ,,"point_of_interest, store, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
House of Grace International,"62d Stamford Hill, London",51.5664245,-0.0727241,4.7,3,ChIJLT81xmccdkgRJWD400u4My4,,"store, point_of_interest, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
Mind Shop Stoke Newington,"11 Stoke Newington Church St, London",51.5618965,-0.0743009,4.6,11,ChIJY5jmS2EcdkgR7brBSKaU5RY,1.0,"store, point_of_interest, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
All Aboard Shops,"2a Regent Parade Amhurst Park, Stoke Newington, London",51.5735537,-0.0736925,4.5,2,ChIJt_xhzWscdkgRVKOERP2yYCQ,,"store, point_of_interest, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
Scope Stamford Hill,"236 Stamford Hill, London",51.57388,-0.0719832,2.6,15,ChIJtfYdFmocdkgRnXXZs54M81A,,"store, point_of_interest, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
Shaw Trust - Charity shop - Stoke Newington,"123 Stoke Newington High St, London",51.56042249999999,-0.0741188,4.4,11,ChIJiXPCGmEcdkgR5TmFXq2QH2o,,"store, point_of_interest, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
YMCA Leyton Charity Shop,"857 High Rd. Leyton, London",51.5750547,-0.012675,3.5,10,ChIJzdXWHTgddkgRnFvlKnQIA5Y,,"store, point_of_interest, establishment",Waltham Forest,E09000031,"430,000",00BH,624.7,11735.375,11745.701388888889
Mind Charity Shop Leytonstone,"17 Church Ln, London",51.56832559999999,0.0094336,3.8,14,ChIJtRX3Vdin2EcRq-1TtasjBac,,"store, point_of_interest, establishment",Waltham Forest,E09000031,"430,000",00BH,624.7,11735.375,11745.701388888889
S C T,"670-672 High Rd Leytonstone, London",51.5686915,0.0114996,3.9,20,ChIJh4iFXmWn2EcRNd0jwaydeEo,,"store, point_of_interest, establishment",Waltham Forest,E09000031,"430,000",00BH,624.7,11735.375,11745.701388888889
British Heart Foundation Furniture & Electrical,"83 Seven Sisters Rd, London",51.5599824,-0.1160109,3.7,59,ChIJc-ABdZ8bdkgRrIn--FeZgwM,1.0,"furniture_store, home_goods_store, store, point_of_interest, establishment",Islington,E09000019,"625,000",00AU,665.6,10296.512195121952,9470.764227642276
REMAR,"847 High Rd Leytonstone, London",51.56951979999999,0.0124218,5.0,6,ChIJ59CMj2-n2EcRF2jnHUIGIQ0,,"store, health, point_of_interest, establishment",Waltham Forest,E09000031,"430,000",00BH,624.7,11735.375,11745.701388888889
Haven House Children's Hospice Shop: Leytonstone,"849 High Road, London",51.5697369,0.0122798,4.8,22,ChIJ4fSpmm-n2EcR22L0FEDSTYk,,"store, point_of_interest, establishment",Waltham Forest,E09000031,"430,000",00BH,624.7,11735.375,11745.701388888889
Sue Ryder,"93-95 High St, London",51.5824909,-0.02988,4.3,29,ChIJ3XURusYddkgR-kfvsia9vJY,1.0,"point_of_interest, store, establishment",Waltham Forest,E09000031,"430,000",00BH,624.7,11735.375,11745.701388888889
Cancer Research UK,"13 The Broadway, London",51.5788126,-0.1239531,4.7,7,ChIJ8abYTccbdkgRuWlgpSbn4h8,,"clothing_store, home_goods_store, point_of_interest, store, establishment",Haringey,E09000014,"487,500",00AP,542.6,11291.917241379311,11348.386206896552
Barnardo's,"Greater, 2 Broadway Parade, London",51.579977,-0.1231698,4.1,8,ChIJdUsFzsAbdkgR5I9nBFVUidM,,"point_of_interest, store, establishment",Haringey,E09000014,"487,500",00AP,542.6,11291.917241379311,11348.386206896552
Cancer Research UK,"7 High Rd, London",51.5908101,-0.1040494,4.5,6,ChIJYdn15PobdkgRvXODN5ADavE,,"clothing_store, home_goods_store, point_of_interest, store, establishment",Haringey,E09000014,"487,500",00AP,542.6,11291.917241379311,11348.386206896552
